town,riverName,station,typicalRangeHigh,lat,typicalRangeLow,lon,label
Sindlesham,Loddon,2481TH,0.54,51.426522,0.102,-0.898188,Sindlesham Mill
Worcester,River Severn,2085,2.8,52.179799,0.548,-2.225461,Diglis
Birch Green,Lee,4690TH,0.5,51.773132,0.12,-0.117522,Waterhall
Taplow,Jubilee River,2603TH,1.68,51.529307,1.52,-0.697199,Taplow
Ely,River Ouse,E23527,0.9,52.399868,0.432,0.289328,Ely
Exford,River Exe,45124,0.68,51.132851,0.282,-3.640854,Exford
Wellesbourne,River Dene,2048,0.362,52.197687,0.091,-1.602579,Wellesbourne
Haversham,River Ouse,E22088,1.432,52.073044,0.132,-0.805148,Haversham
Relubbus,River Hayle,48124,0.75,50.13744,0.085,-5.406959,Relubbus
Butterburn,Coal Burn,763117,0.9,55.093478,0.033,-2.481463,Coalburn Beck
West Stonesdale,River Swale,L2312,2.5,54.409709,0,-2.177138,Park Bridge
Rowsham,Thame,1904TH,1.109,51.850671,0.07,-0.772585,Rowsham Bridge
Haughton Green,Tame,692422,0.85,53.454585,0.223,-2.095579,Broomstairs Bridge
Combe Martin,River Umber,50196,0.323,51.198942,0.021,-4.025648,Combe Martin Bowling Green Lane
Redbourn,Ver,2815TH,0.45,51.794792,-0.138,-0.393076,Redbourn  River Ver
Aylesbury,Southcourt Brook,1934TH,0.773,51.808843,0.583,-0.823619,Churchill Avenue
Corpusty,River Bure,E21836,0.82,52.830878,0.025,1.126258,Corpusty
Twyford,Gaddesby Brook,4202,2.5,52.675277,0.844,-0.888192,Marefield
Wetherby,River Wharfe,F2004,1.8,53.920115,0.403,-1.358935,Flint Mill
Keddington,Lud,E1759,0.3,53.37106,0.055,0.008655,Louth
Berwick,Tweed,021999,unknown,55.766495,unknown,-1.924518,Berwick
Nunney,Nunney Brook,53196,1.037,51.203198,0.638,-2.389554,Holwell
Charterville Allotments,Windrush,1080TH,0.877,51.793689,0.303,-1.564378,Worsham
Brompton,Brompton Beck,F2760,0.142,54.202353,0.04,-0.566177,Snainton Ings
Churchgate Street,Pincey Brook,5169TH,1,51.792981,0.076,0.16688,Sheering Hall
Colaton Raleigh,River Otter,45212,0.577,50.688326,0.215,-3.294258,Dotton
Blyth,River Ryton,4091,1.6,53.377166,0.422,-1.053244,Blyth
Mordiford,Wye,055816_TG 319,3.6,52.026391,0.467,-2.629867,Mordiford
Sicklesmere,Lark,E22176,1.3,52.212963,0.229,0.746693,Sicklesmere
Doniford,Doniford Stream,51106,0.503,51.177714,0.174,-3.305414,Swill Bridge
Wearhead,Killhope Burn,024010,1.13,54.752926,0.014,-2.223692,Wearhead
Bourne End,Wye,2590TH,0.278,51.571155,0.114,-0.708557,Bourne End Wye
Mexborough,River Don,L0705,2.4,53.495204,0.68,-1.244769,Mexborough Lock
Burpham,Merrow Common Stream,3073TH,1.059,51.264494,0.841,-0.544883,Burpham
West Winch,Nar,E23740,1.076,52.694217,0.249,0.419367,Setchey Bridge
Eaton Hastings,Thames,0901TH,0.38,51.690894,0,-1.607898,Grafton Lock
Chandler's Ford,Monks Brook,E12520,1.04,50.983422,0.028,-1.382474,Chandler's Ford
Trebartha,Withy Brook,47130,1.5,50.560822,0.125,-4.480182,Bastreet
Pevensey Bay,Salt Haven,E7290,unknown,50.814742,unknown,0.357116,Pevensey
Sharnbrook,River Ouse,E24451,0.836,52.219934,0.159,-0.521475,Sharnbrook
Bewdley,River Severn,2001,3.3,52.383563,0.207,-2.322438,Bewdley
Tallington,Welland (Stamford - Peakirk),E1253,1.07,52.656869,0.137,-0.382584,Tallington
Stapleford,River Granta,E22041,1.02,52.141965,0.05,0.148004,Stapleford
Three Bridges,Gatwick Stream,3225TH,2.6,51.116941,0.198,-0.162605,Three Bridges
Went Bridge,River Went,L0928,0.662,53.650296,0.209,-1.262804,Went Bridge
Wilton,River Nadder,43109,0.57,51.076368,0.085,-1.862567,Wilton
Glenridding,Lake Ullswater,761514,1.257,54.554175,0.434,-2.944347,Glenridding Steamer Pier
Great Burstead,River Crouch,E22004,1.9,51.593577,0,0.429596,Noak Bridge
Gisburn,Ribble,710160,0.871,53.942277,0.1,-2.272495,Gisburn
Denby,River Camel,49109,2.3,50.479642,0.442,-4.795638,Denby
"Pickering, Ings Bridge",River Holme,L1008,0.6,53.556758,0.273,-1.819475,Holmbridge
Denstone,River Churnet,4142,0.79,52.976338,0.255,-1.86056,Quixhill
Sandling,Medway,E427,0.5,51.295161,0.07,0.507204,Allington Lock
Low Dinsdale,River Tees,F3606,4.5,54.488525,0.309,-1.439612,Low Moor
Malton,River Derwent,L2809,2.95,54.133301,0.542,-0.795495,Malton
Shalford,Cranleigh Waters,3069TH,3,51.206896,2.11,-0.57032,Bramley
Wye,Great Stour,E4341,1.25,51.184588,0.106,0.930529,Wye
Eastbury,Lambourn,2252TH,1.145,51.490876,0.507,-1.500149,Eastbury
Merton,Wandle,4180_w1TH,0.535,51.419659,0.214,-0.18127,Wandle Park Main Channel
Newnham Bridge,River Rea (Teme),2039,1.5,52.32,0.159,-2.523849,Newnham Bridge
Turvey,River Ouse,E21270,0.717,52.160107,0.215,-0.63018,Turvey
South Creake,River Burn,E21604,0.21,52.884248,0.059,0.770921,South Creake
Idless,River Allen (downstream),48115,1.1,50.284843,0.05,-5.057324,Idless Dam
Uxbridge,Frays,2881TH,1.4,51.549497,0.589,-0.482704,"Uxbridge, Fountains Mill"
South Luffenham,Chater,E2734,1.01,52.616269,0.042,-0.582013,Fosters Bridge
Stony Stratford,River Ouse,E21493,2.362,52.049192,2.07,-0.852318,Passenham
Mytholmroyd,Cragg Brook,L1221,unknown,53.722779,unknown,-1.989756,Mytholmroyd Dauber Bridge
Broomfleet Weighton Lock,River Aire,L1815,unknown,53.731594,unknown,-1.147332,Birkin Holme Washlands
Woolsthorpe-By-Colsterworth,Upper Witham,E1652,0.77,52.810944,0.082,-0.623165,Colsterworth
Stisted,River Blackwater,E22798,1.27,51.888352,0.091,0.603806,Stisted
Holymoorside,River Hipper,L0237,0.8,53.219025,-0.01,-1.493093,Holymoorside
Cheltenham,Wymans Brook,2660,0.05,51.907359,0,-2.061419,Prestbury Road
Little Musgrave,Eden,760112,1.385,54.512818,0.14,-2.364477,Great Musgrave Bridge
Eaton Socon,River Ouse,E24317,0.097,52.21309,0.038,-0.281653,Eaton Socon
Gosforth,Ouse Burn,023054,1.46,55.017771,0.284,-1.614378,Gosforth
Littlethorpe,River Soar,4082,2.132,52.571268,0.464,-1.201273,Littlethorpe
Sonning,Thames,2301TH,0.257,51.473138,0.068,-0.917727,Sonning Lock
Edmonton,Salmon Brook,5357TH,0.6,51.626104,0.071,-0.060318,Edmonton Green
Hooke,River Hooke,44219,0.35,50.796871,0.119,-2.656876,Hooke
Sunderland Bridge,River Wear,024001,2.1,54.734468,0.25,-1.589972,Sunderland Bridge
Powerstock,Mangerton Brook,44121,0.95,50.761735,0,-2.688328,Powerstock
Hadlow,Bourne Tributary  Medway,E603,1,51.222555,0.173,0.334684,Hadlow
Boscastle,River Valency,49174,1,50.68979,0.102,-4.692972,Boscastle County Bridge
St Michael's On Wyre,Wyre,720535,2,53.866048,0.3,-2.811986,Catterall
Lamesley,River Team,023017,1,54.920563,0.18,-1.613045,Team Valley
Bickleigh,River Plym,47121,1.6,50.431671,0.164,-4.083069,Carnwood
Moorhouse,Trout Beck,F3509,0.8,54.696834,0.045,-2.375435,Moorhouse
Rocester,River Dove,4008,0.671,52.95455,0.167,-1.833986,Rocester
Umberleigh,River Taw,50140,1.325,50.99542,0.181,-3.985089,Umberleigh
Wilmslow,Bollin,693435,1.3,53.330096,0.148,-2.227133,Wilmslow
Catterick Bridge,River Swale,F2306,2.4,54.388672,0.301,-1.653481,Catterick Bridge
Stackhouse,Ribble,710151,1.25,54.084353,0.105,-2.280457,Locks Weir
Dauntsey,Dauntsey Brook,53140,0.645,51.536448,0.147,-2.004702,Dauntsey
Sedgeberrow,River Isbourne,2711,2.1,52.04668,0.29,-1.963362,Sedgeberrow
Loxley,River Loxley,F0513,0.164,53.401832,0.061,-1.547627,Loxley Rowell Bridge
Cockermouth,Cocker,751613,1.25,54.640395,0.35,-3.34813,Southwaite Bridge
St Olaves,Tidal River Waveney,E23917,1.39,52.530823,0.183,1.622843,Haddiscoe
Hessle,Pocklington Beck,L2837,0.4,53.933016,0.017,-0.774873,Pocklington
Fosdyke Bridge,Welland Below Peakirk,E2080,5,52.872053,0,-0.044732,Fosdyke Bridge
Long Load,Witcombe Bottom Main Drain,52156,7.994,50.898899,6.712,-7.166749,Long Load
Milton On Stour,River Stour,43225,0.53,51.053771,0.043,-2.289853,Milton on Stour
Hillingdon,Yeading Brook West,3625TH,1.575,51.547719,0.078,-0.420185,"Hillingdon, Gutteridge Wood"
,,E5680,unknown,51.086582528707176,unknown,1.0521461069704936,RUCKINGE DYKE RL
,,4087TH,unknown,51.4654976041061,unknown,-0.2536635081200101,Arabella Drive
,,50181,unknown,50.64804440675434,unknown,-3.4319114003104834,LYMPSTONE
,,E9183,unknown,50.99964062725064,unknown,-0.40281361506303176,COOLHAM USGS
,,E2738,unknown,53.16189402992865,unknown,-0.5760627313808624,WITHAM CONTROL SLUICE WASHLANDS WADDINGTON
,,2425,unknown,51.832287394888944,unknown,-2.2701436355772167,Bodiam Avenue LVL
,,2636,unknown,52.5095323178609,unknown,-2.429445139314978,Mor Brook LVL
,,E22745,unknown,51.93577720716485,unknown,0.696989007990152,EARLS COLNE FGS
,,692810,unknown,53.439851992917916,unknown,-2.2467612059748236,Athol Road
,,2546TH,unknown,51.62738468204778,unknown,-0.7487861762251036,High Wycombe FD
,,44141,unknown,50.7326019532064,unknown,-2.767024355782692,BRIDPORT MAGDALEN LANE
,,L2412,unknown,53.802838672114724,unknown,-1.0486334907116734,Selby Wistow Sluices
,,694670,unknown,53.44969979162708,unknown,-3.018053596428567,Liverpool (Gladstone)
,,E14564,unknown,50.69081782298106,unknown,-1.2871375597269603,SHIDE GS
,,2700,unknown,51.99132568729749,unknown,-2.1628368979084156,Abbey Mill GATE
,,E26921,unknown,52.19844043113038,unknown,0.992404706622753,STOWMARKET A14 SLUICE GSM
,,4079,unknown,52.85898860898734,unknown,-2.187086527996784,Shallowford LVL
Cowbridge,Maud Foster/Stonebridge Drain,E10170,1.62,53.007414,0.309,-0.020733,Cowbridge
,,45125,unknown,51.01358293870356,unknown,-3.5195546986251163,EXEBRIDGE
,,44142,unknown,50.7326019532064,unknown,-2.767024355782692,BRIDPORT MAGDALEN LANE
,,3680,unknown,52.73165900427408,unknown,-0.9956819344985174,Brooksby RAIN
,,720105,unknown,53.90453829045731,unknown,-2.7678313346246686,Garstang FCS
,,E1880,unknown,51.22924651782308,unknown,0.4126596229454263,YALDING DS RL
,,DIFF_TB3_TB1,unknown,51.49435415731449,unknown,0.026413696058886493,Silvertown and Tower Pier
,,2482TH,unknown,51.42656614437768,unknown,-0.8981151935034705,Sindlesham Mill FD
,,48119,unknown,50.27220803996575,unknown,-5.08031938718032,NEWMILL DAM
,,47126,unknown,50.686313755085635,unknown,-4.23945825588455,ROADFORD
,,4117,unknown,53.08726671652119,unknown,-1.5065715177791041,Whatstandwell LVL
,,710103,unknown,53.996040972275765,unknown,-2.247662146710021,Arnford
,,1900TH,unknown,51.638374050952464,unknown,-1.1791087794402138,RIVER THAMES AT DAY'S WEIR (GAUGED)
,,44223,unknown,50.614980549924354,unknown,-1.9722232728968747,SWANAGE PROSPECT FARM FAS
,,2915,unknown,52.06206538778249,unknown,-2.124907527636348,Eckington No2 SL
,,E23974,unknown,52.12932826518731,unknown,-0.7531396332937936,ElementNotMappedToAnOutstation
,,E14980,unknown,50.707209420088304,unknown,-1.4993188711337913,YARMOUTH TL
,,48120,unknown,50.292316250083346,unknown,-4.782615281724986,PENTEWAN
,,2733TH,unknown,51.50227517365676,unknown,-0.6176469247451903,Jubilee River at Chalvey Ditch A355 Siphon
,,4391TH,unknown,51.442856830505434,unknown,0.029817265773471817,Mottingham Lane FD
,,44147,unknown,50.735861995847344,unknown,-2.9550955672813086,UPLYME THE GLEBELANDS RL
,,3091TH,unknown,51.33504699998982,unknown,-0.4610400426654185,River Wey at Byfleet Mill
,,50130,unknown,51.14302983805518,unknown,-3.8926422169309727,LEEHAMFORD
,,2900,unknown,52.17601620013225,unknown,-1.5832053745645398,Walton LVL
,,52245,unknown,51.090693796456,unknown,-2.9437683532783145,WESTONZOYLAND
,,713453,unknown,53.78087138897746,unknown,-2.707902427067023,Savick Brook
,,50131,unknown,50.70712657227949,unknown,-4.03649220879338,MELDON
,,DIFF_TB3_TB9,unknown,51.49435415731449,unknown,0.026413696058886493,Erith TG and Tower Pier
,,2731TH,unknown,51.50417749245129,unknown,-0.6419395546347542,Jubilee River at Manor Farm Weir
,,E2143,unknown,53.38903661814529,unknown,-0.3269169832068648,RASE NORTH BRANCH FSR MKT RASEN
,,4191,unknown,53.00378317903899,unknown,-0.8291778740175909,Wensor Bridge FLOW
,,44148,unknown,50.7321139244494,unknown,-2.818933806460449,CHIDEOCK RL
,,E21117,unknown,52.40059468987381,unknown,1.3354291647955452,MENDHAM SLUICE
,,2706,unknown,52.531154010856184,unknown,-2.204276996529787,Wombourne LVL
,,2732TH,unknown,51.50417415708539,unknown,-0.6416514862286316,Roundmoor Ditch
,,DIFF_WestUR_EastDR,unknown,51.49435415731449,unknown,0.026413696058886493,West UR and East DR
,,DCB_UR,unknown,51.478143319986685,unknown,0.21658661122318076,Dartford Creek Barrier UR
,,5562TH,unknown,51.50796699482989,unknown,0.17415236028860379,Frog Island Tidal Sluice FD
,,48123,unknown,50.08575775969713,unknown,-5.3172157552721675,PORTHLEVEN
,,E9030,unknown,,unknown,,HOUNDEAN BOTTOM GWL
,,2448TH,unknown,51.33587081508341,unknown,-0.9407722094791016,River Whitewater at Holdshot Farm
,,SJ37_032,unknown,,unknown,,Inner Marsh BH
,,055044,unknown,51.88181432352622,unknown,-2.7884666507906664,Skenfrith LVL
"Steamer Pier, Pooley Bridge",Lake Ullswater,761595,2.189,54.610449,1.294,-2.82694,"Steamer Pier, Pooley Bridge"
,,E14811,unknown,50.69542487470376,unknown,-1.3054737869864697,CARISBROOKE GS
,,055041,unknown,52.191957765645085,unknown,-2.718662695494715,Ford Bridge LVL
,,692830,unknown,53.43811549690833,unknown,-2.2151393271606006,Cringle Brook
,,45223,unknown,50.839335048860946,unknown,-2.9348527117481993,CHARD JUNCTION
,,SU73_93,unknown,,unknown,,Alton Town OBH
,,49128,unknown,50.50960994244261,unknown,-4.568757441834988,COLLIFORD
,,E1048,unknown,52.134212609450316,unknown,-0.46237801972145176,ElementNotMappedToAnOutstation
,,E11321,unknown,50.86026578445809,unknown,-0.9762342050776142,CROSSLAND DRIVE RL
,,2215,unknown,52.39358010680798,unknown,-1.5510051678789736,Henry Parkes Road LVL
,,5312TH,unknown,51.72888206315349,unknown,-0.0084389585971203,Kiora Radial Gates
,,4199,unknown,53.16882381027136,unknown,-0.8013538588969366,Carlton On Trent
,,713118,unknown,53.73680319412861,unknown,-2.4967864945700886,Waterfall
,,4109,unknown,52.805789399305304,unknown,-1.2457144687886288,Zouch Sluice GATE
,,BB_EAST_UR,unknown,51.51559422004636,unknown,0.09704396719966485,Barking Barrier East UR
,,3401TH_TAOD,unknown,51.42957418358925,unknown,-0.31832936612542734,Teddington Lock Tail (AOD)
,,0018,unknown,51.48180649560002,unknown,0.18673441868126078,Erith
,,E570,unknown,51.202092948246836,unknown,0.33250407202128596,OAK WEIR RL
,,0655TH,unknown,51.76133820962508,unknown,-1.835710611049863,BIBURY SPRINGS AT BIBURY (TROUT FARM)
,,E170,unknown,51.329149008606464,unknown,0.4523539478640133,SMURFIT RL
,,E12460,unknown,51.06502716239661,unknown,-1.3070950087611206,DURNGATE MILL RL
,,3084TH,unknown,51.25038727596652,unknown,-0.5713356968232497,River Wey at Stoke Mill
,,E13860,unknown,51.20800306176814,unknown,-1.4810274448534648,TOWN MILL RL
,,2213,unknown,52.40688989738781,unknown,-1.5222935832727158,Hope Street LVL
,,690137,unknown,53.72542194626936,unknown,-2.285623818430114,Folly Clough Brook
,,E13961,unknown,51.15305101961403,unknown,-1.4587669964430283,FULLERTON SIDE GS
,,SE77BRT0CO,unknown,,unknown,,Broughton
,,50129,unknown,51.02289120216775,unknown,-4.228550839303348,KENWITH VALLEY
,,684029,unknown,53.27655647323716,unknown,-2.854005938308171,Folly Gates
,,692717,unknown,53.42937748248674,unknown,-2.2881636833163896,Sale Ees
,,431100,unknown,,unknown,,WINDWHISTLE GW
,,3004TH,unknown,51.30877981658582,unknown,-0.49491766232683143,River Wey at Walsham Weir
,,E6621,unknown,51.011890410343526,unknown,0.3985081554021738,CROWHURST WEIR
,,2099,unknown,51.99881590773852,unknown,-2.155464727204742,Tewks Upper Pound LVL
,,693555,unknown,53.375881762920656,unknown,-2.538600528598503,Morris Brook
,,2218,unknown,52.40108924070226,unknown,-1.4958116933484034,Charterhouse Bridge LVL
,,E21897,unknown,52.286762369899925,unknown,-0.2172252333832012,OFFORD SLUICE AUTOMATION
,,4044,unknown,53.23659991825651,unknown,-1.1454214448257036,Cuckney LVL
,,3275,unknown,52.63503313558866,unknown,-1.9452041818183095,Walsall Wood RAIN
,,48168,unknown,50.28810435808093,unknown,-5.057477182819758,IDLESS
,,SP10_96,unknown,,unknown,,COLN ST ALDWYN OBH
,,E13480,unknown,50.99765380170954,unknown,-1.4962013476878322,FISHLAKE SLUICE RL
,,1908,unknown,,unknown,,Hurcott Car Park
,,4238,unknown,53.13623006759042,unknown,-1.2028707001488321,Mansfield Quarry Lane LVL
,,3213TH,unknown,51.125252063136664,unknown,-0.17363643440411441,Crawters Brook at Hazelwick Flyover
,,2216,unknown,52.39660435048094,unknown,-1.5916836078225598,Torrington Ave LVL
,,E60502,unknown,52.21196332528291,unknown,0.11936695058923792,JESUS LOCK SLUICE AUTO CAMBRIDGE
,,4095,unknown,52.64400677129727,unknown,-1.7338514345853198,Hopwas Bridge LVL
,,E4453,unknown,52.36621428344713,unknown,-0.5724083208054684,LOWER RINGSTEAD SLUICE AUTOMATION
,,4063TH,unknown,51.39610178635793,unknown,-0.24337000526079935,Pyl Brook at West Barnes (Kings College)
,,44133,unknown,50.71227083710116,unknown,-2.76129606241725,GEORGE STREET
,,E22300,unknown,,unknown,,BEKESBOURNE HILL FARM GWL
,,E6630,unknown,50.9895928492821,unknown,0.47573461897614,ROBERTSBRIDGE RL
,,E13510,unknown,51.0093554591893,unknown,-1.4989254074703364,TIMSBURY GS
,,692675,unknown,53.39500707841326,unknown,-2.193868379391645,Lavington Avenue
,,E22300,unknown,51.924206786709554,unknown,-0.6342309309413664,CLIPSTONE BROOK GS LEIGHTON BUZZARD
,,E14821,unknown,51.088541562017326,unknown,-1.1882346218627327,BUDBRIDGE GS
,,E15460,unknown,51.412971957960444,unknown,0.12031507876055077,RUXLEY OUTFALL GS
,,48111,unknown,50.343423731126144,unknown,-4.751783178078011,BOSCUNDLE
,,764115,unknown,54.89675259501004,unknown,-2.903604897115013,Durranhill PS
,,1005,unknown,51.951349037869356,unknown,-1.9977492315714176,Langley RAIN
,,2736TH,unknown,51.50113530190122,unknown,-0.612494726275332,Jubilee River at Chalvey Ditch Siphon
,,E13540,unknown,51.03473040143321,unknown,-1.5471411179575716,DUNBRIDGE GS
,,3088TH,unknown,51.29583208794864,unknown,-0.5448251279110002,River Wey at Broadmead Gates
,,531167,unknown,51.49667759714169,unknown,-2.0669135686476396,AVON MILL
,,690340,unknown,53.49881506580389,unknown,-2.4936520239761455,Penleach
,,692510,unknown,53.414388116456266,unknown,-2.1558931611750394,Bredbury
,,E70139,unknown,53.44970094649379,unknown,-3.0179181021289003,Liverpool
,,52234,unknown,51.04462622539153,unknown,-2.843819534827113,MONKS LEAZE WQ
,,2649,unknown,52.38710675370033,unknown,-1.1289139127438776,Clay Coton LVL
,,E5755,unknown,52.9342344367156,unknown,1.3016314427167606,ElementNotMappedToAnOutstation
,,E8364,unknown,50.969098779995065,unknown,0.0986119908225839,UCKFIELD MILL RL
,,2747TH,unknown,51.501037910117695,unknown,-0.6042854467543544,Jubilee River at Slough Road Weir
,,692825,unknown,53.4497949435245,unknown,-2.2182098853002907,Brighton Grove
,,8208TH,unknown,51.68976467986075,unknown,-0.554869976810372,Walton PS
,,4050,unknown,53.50374865278759,unknown,-1.0277356240867126,Auckley LVL
,,E14520,unknown,50.76401887722233,unknown,-1.5369966424353636,LYMINGTON GATES TL
,,E4320,unknown,51.158849185022355,unknown,0.8251966889241488,HOTHFIELD FSA RL
,,44135,unknown,50.56449039352475,unknown,-2.452469259439426,CHISWELL
,,DCB_DR,unknown,51.478412861902605,unknown,0.21659968119763576,Dartford Creek Barrier DR
,,0004,unknown,51.44563629724776,unknown,0.7434159861414947,Sheerness
,,4127,unknown,52.8794716548999,unknown,-1.2548385579914012,Cranfleet Lock LVL
,,E15124,unknown,50.664731081760614,unknown,-1.1516991783714305,SANDOWN RL
,,2879_w1TH,unknown,51.56752366111534,unknown,-0.4908623801530668,Denham Lodge
,,44134,unknown,50.56480957001833,unknown,-2.467283348072182,CHISWELL
,,1490TH,unknown,51.75121766868771,unknown,-1.2465993095079837,RIVER CHERWELL AT OXFORD
,,E13823,unknown,51.15301103296358,unknown,-1.450188673677995,CHILBOLTON EMGS
,,5550TH,unknown,51.55314118842585,unknown,0.23664720514435553,INGREBOURNE AT UPMINSTER(GAYNES PARK)
,,3212TH,unknown,51.125252063136664,unknown,-0.17363643440411441,Crawters Brook
,,E23983,unknown,52.23610665621208,unknown,0.17617119665140207,ElementNotMappedToAnOutstation
,,53195,unknown,51.54757293190642,unknown,-2.4873814448485567,LADDEN BROOK
,,693120,unknown,52.677617618859045,unknown,-2.340056855095589,Canal Road
,,692800,unknown,53.4380352995347,unknown,-2.2557826019382614,Mauldeth Road
,,3269TH,unknown,51.23373220860446,unknown,-0.28837942250217924,Brockham FWS
,,E14992,unknown,50.69318768755635,unknown,-1.1087124020296864,BEMBRIDGE GATES TL
,,E1472,unknown,52.605455679858345,unknown,0.06274504654962176,RINGS END SLUICE AUTOMATION
,,48112,unknown,50.18796058389121,unknown,-5.423868015017783,COPPERHOUSE
,,4123,unknown,52.56739298646229,unknown,-1.5257014853175521,Mancetter LVL
,,38_BRENT_RES,unknown,51.57083093124179,unknown,-0.24502680047912456,Brent Reservoir
,,690551,unknown,53.50937341765764,unknown,-2.288706509887999,Littleton Road
,,067624,unknown,,unknown,,Farndon LVL
,,693021,unknown,53.50506968537739,unknown,-2.5068568683367705,Lilford Park Basin
,,E13820,unknown,51.15301103296358,unknown,-1.450188673677995,CHILBOLTON EMGS
,,48114,unknown,50.36500808016901,unknown,-4.713698769251558,PAR HIGHWAY DAM
,,44137,unknown,50.56480957001833,unknown,-2.467283348072182,CHISWELL
,,E1142,unknown,52.65153736715786,unknown,-0.2600787448999084,PEAKIRK PS
,,2759TH,unknown,51.4927412289437,unknown,-0.5947435318530293,Jubilee River at Black Potts
,,E2061,unknown,52.40184081398019,unknown,-0.5448000636822232,ISLIP LOCK SLUICE
,,44136,unknown,50.570735599986676,unknown,-2.460592177437032,PORTLAND MONSOON DRAIN BRIDGE
,,E15667,unknown,51.19269663062249,unknown,0.23945582004211702,Leigh Barrier Downstream Level
